con_code,ts_code,list_status,list_date,delist_date,name,exchange,market,minute_bucket_id,minute_bucket_file
000009.SZ,000009.SZ,L,19910625,,中国宝安,SZSE,主板,1,bucket_01.parquet
000012.SZ,000012.SZ,L,19920228,,南玻A,SZSE,主板,2,bucket_02.parquet
000021.SZ,000021.SZ,L,19940202,,深科技,SZSE,主板,4,bucket_04.parquet
000027.SZ,000027.SZ,L,19930903,,深圳能源,SZSE,主板,5,bucket_05.parquet
000028.SZ,000028.SZ,L,19930809,,国药一致,SZSE,主板,5,bucket_05.parquet
000029.SZ,000029.SZ,L,19930915,,深深房A,SZSE,主板,5,bucket_05.parquet
000030.SZ,000030.SZ,L,19930929,,富奥股份,SZSE,主板,6,bucket_06.parquet
000032.SZ,000032.SZ,L,19931028,,深桑达A,SZSE,主板,6,bucket_06.parquet
000034.SZ,000034.SZ,L,19940509,,神州数码,SZSE,主板,6,bucket_06.parquet
000035.SZ,000035.SZ,L,19940408,,中国天楹,SZSE,主板,7,bucket_07.parquet
000039.SZ,000039.SZ,L,19940408,,中集集团,SZSE,主板,7,bucket_07.parquet
000048.SZ,000048.SZ,L,19941101,,京基智农,SZSE,主板,9,bucket_09.parquet
000049.SZ,000049.SZ,L,19950320,,德赛电池,SZSE,主板,9,bucket_09.parquet
000050.SZ,000050.SZ,L,19950315,,深天马A,SZSE,主板,10,bucket_10.parquet
000058.SZ,000058.SZ,L,19961226,,深赛格,SZSE,主板,11,bucket_11.parquet
000059.SZ,000059.SZ,L,19970130,,华锦股份,SZSE,主板,11,bucket_11.parquet
000060.SZ,000060.SZ,L,19970123,,中金岭南,SZSE,主板,12,bucket_12.parquet
000061.SZ,000061.SZ,L,19970110,,农产品,SZSE,主板,12,bucket_12.parquet
000062.SZ,000062.SZ,L,19970130,,深圳华强,SZSE,主板,12,bucket_12.parquet
000065.SZ,000065.SZ,L,19980605,,北方国际,SZSE,主板,13,bucket_13.parquet
000088.SZ,000088.SZ,L,19970728,,盐田港,SZSE,主板,17,bucket_17.parquet
000089.SZ,000089.SZ,L,19980420,,深圳机场,SZSE,主板,17,bucket_17.parquet
000099.SZ,000099.SZ,L,20000731,,中信海直,SZSE,主板,19,bucket_19.parquet
000155.SZ,000155.SZ,L,20000926,,川能动力,SZSE,主板,11,bucket_11.parquet
000156.SZ,000156.SZ,L,20000906,,华数传媒,SZSE,主板,11,bucket_11.parquet
000400.SZ,000400.SZ,L,19970418,,许继电气,SZSE,主板,0,bucket_00.parquet
000403.SZ,000403.SZ,L,19960628,,派林生物,SZSE,主板,0,bucket_00.parquet
000415.SZ,000415.SZ,L,19960716,,渤海租赁,SZSE,主板,3,bucket_03.parquet
000420.SZ,000420.SZ,L,19960802,,吉林化纤,SZSE,主板,4,bucket_04.parquet
000422.SZ,000422.SZ,L,19960815,,湖北宜化,SZSE,主板,4,bucket_04.parquet
000423.SZ,000423.SZ,L,19960729,,东阿阿胶,SZSE,主板,4,bucket_04.parquet
000426.SZ,000426.SZ,L,19960828,,兴业银锡,SZSE,主板,5,bucket_05.parquet
000429.SZ,000429.SZ,L,19980220,,粤高速A,SZSE,主板,5,bucket_05.parquet
000498.SZ,000498.SZ,L,19970609,,山东路桥,SZSE,主板,19,bucket_19.parquet
000503.SZ,000503.SZ,L,19921130,,国新健康,SZSE,主板,0,bucket_00.parquet
000513.SZ,000513.SZ,L,19931028,,丽珠集团,SZSE,主板,2,bucket_02.parquet
000519.SZ,000519.SZ,L,19931008,,中兵红箭,SZSE,主板,3,bucket_03.parquet
000528.SZ,000528.SZ,L,19931118,,柳工,SZSE,主板,5,bucket_05.parquet
000537.SZ,000537.SZ,L,19931210,,绿发电力,SZSE,主板,7,bucket_07.parquet
000539.SZ,000539.SZ,L,19931126,,粤电力A,SZSE,主板,7,bucket_07.parquet
000543.SZ,000543.SZ,L,19931220,,皖能电力,SZSE,主板,8,bucket_08.parquet
000550.SZ,000550.SZ,L,19931201,,江铃汽车,SZSE,主板,10,bucket_10.parquet
000552.SZ,000552.SZ,L,19940106,,甘肃能化,SZSE,主板,10,bucket_10.parquet
000555.SZ,000555.SZ,L,19940408,,神州信息,SZSE,主板,11,bucket_11.parquet
000557.SZ,000557.SZ,L,19940617,,西部创业,SZSE,主板,11,bucket_11.parquet
000559.SZ,000559.SZ,L,19940110,,万向钱潮,SZSE,主板,11,bucket_11.parquet
000563.SZ,000563.SZ,L,19940110,,陕国投A,SZSE,主板,12,bucket_12.parquet
000567.SZ,000567.SZ,L,19940525,,海德股份,SZSE,主板,13,bucket_13.parquet
000581.SZ,000581.SZ,L,19980924,,威孚高科,SZSE,主板,16,bucket_16.parquet
000582.SZ,000582.SZ,L,19951102,,北部湾港,SZSE,主板,16,bucket_16.parquet
000589.SZ,000589.SZ,L,19960308,,贵州轮胎,SZSE,主板,17,bucket_17.parquet
000591.SZ,000591.SZ,L,19960208,,太阳能,SZSE,主板,18,bucket_18.parquet
000598.SZ,000598.SZ,L,19960529,,兴蓉环境,SZSE,主板,19,bucket_19.parquet
000600.SZ,000600.SZ,L,19960606,,建投能源,SZSE,主板,0,bucket_00.parquet
000603.SZ,000603.SZ,L,19960823,,盛达资源,SZSE,主板,0,bucket_00.parquet
000612.SZ,000612.SZ,L,19960926,,焦作万方,SZSE,主板,2,bucket_02.parquet
000620.SZ,000620.SZ,L,19961029,,盈新发展,SZSE,主板,4,bucket_04.parquet
000623.SZ,000623.SZ,L,19961028,,吉林敖东,SZSE,主板,4,bucket_04.parquet
000628.SZ,000628.SZ,L,19961118,,高新发展,SZSE,主板,5,bucket_05.parquet
000629.SZ,000629.SZ,L,19961115,,钒钛股份,SZSE,主板,5,bucket_05.parquet
000636.SZ,000636.SZ,L,19961129,,风华高科,SZSE,主板,7,bucket_07.parquet
000650.SZ,000650.SZ,L,19961210,,仁和药业,SZSE,主板,10,bucket_10.parquet
000657.SZ,000657.SZ,L,19961205,,中钨高新,SZSE,主板,11,bucket_11.parquet
000672.SZ,000672.SZ,L,19961218,,上峰材料,SZSE,主板,14,bucket_14.parquet
000676.SZ,000676.SZ,L,19961224,,智度股份,SZSE,主板,15,bucket_15.parquet
000680.SZ,000680.SZ,L,19970122,,山推股份,SZSE,主板,16,bucket_16.parquet
000681.SZ,000681.SZ,L,19970121,,视觉中国,SZSE,主板,16,bucket_16.parquet
000682.SZ,000682.SZ,L,19970121,,东方电子,SZSE,主板,16,bucket_16.parquet
000683.SZ,000683.SZ,L,19970131,,博源化工,SZSE,主板,16,bucket_16.parquet
000685.SZ,000685.SZ,L,19970123,,中山公用,SZSE,主板,17,bucket_17.parquet
000686.SZ,000686.SZ,L,19970227,,东北证券,SZSE,主板,17,bucket_17.parquet
000688.SZ,000688.SZ,L,19970120,,国城矿业,SZSE,主板,17,bucket_17.parquet
000690.SZ,000690.SZ,L,19970128,,宝新能源,SZSE,主板,18,bucket_18.parquet
000703.SZ,000703.SZ,L,19970328,,恒逸石化,SZSE,主板,0,bucket_00.parquet
000709.SZ,000709.SZ,L,19970416,,河钢股份,SZSE,主板,1,bucket_01.parquet
000712.SZ,000712.SZ,L,19970415,,锦龙股份,SZSE,主板,2,bucket_02.parquet
000719.SZ,000719.SZ,L,19970331,,中原传媒,SZSE,主板,3,bucket_03.parquet
000723.SZ,000723.SZ,L,19970515,,美锦能源,SZSE,主板,4,bucket_04.parquet
000728.SZ,000728.SZ,L,19970616,,国元证券,SZSE,主板,5,bucket_05.parquet
000729.SZ,000729.SZ,L,19970716,,燕京啤酒,SZSE,主板,5,bucket_05.parquet
000733.SZ,000733.SZ,L,19970703,,振华科技,SZSE,主板,6,bucket_06.parquet
000737.SZ,000737.SZ,L,19970428,,北方铜业,SZSE,主板,7,bucket_07.parquet
000738.SZ,000738.SZ,L,19970626,,航发控制,SZSE,主板,7,bucket_07.parquet
000739.SZ,000739.SZ,L,19970509,,普洛药业,SZSE,主板,7,bucket_07.parquet
000750.SZ,000750.SZ,L,19970709,,国海证券,SZSE,主板,10,bucket_10.parquet
000756.SZ,000756.SZ,L,19970806,,新华制药,SZSE,主板,11,bucket_11.parquet
000758.SZ,000758.SZ,L,19970416,,中色股份,SZSE,主板,11,bucket_11.parquet
000761.SZ,000761.SZ,L,19980115,,本钢板材,SZSE,主板,12,bucket_12.parquet
000762.SZ,000762.SZ,L,19970708,,西藏矿业,SZSE,主板,12,bucket_12.parquet
000766.SZ,000766.SZ,L,19970430,,通化金马,SZSE,主板,13,bucket_13.parquet
000767.SZ,000767.SZ,L,19970609,,晋控电力,SZSE,主板,13,bucket_13.parquet
000778.SZ,000778.SZ,L,19970606,,新兴铸管,SZSE,主板,15,bucket_15.parquet
000783.SZ,000783.SZ,L,19970731,,长江证券,SZSE,主板,16,bucket_16.parquet
000785.SZ,000785.SZ,L,19970711,,居然智家,SZSE,主板,17,bucket_17.parquet
000791.SZ,000791.SZ,L,19971014,,甘肃能源,SZSE,主板,18,bucket_18.parquet
000795.SZ,000795.SZ,L,19970808,,英洛华,SZSE,主板,19,bucket_19.parquet
000801.SZ,000801.SZ,L,19980506,,四川九洲,SZSE,主板,0,bucket_00.parquet
000810.SZ,000810.SZ,L,19980602,,创维数字,SZSE,主板,2,bucket_02.parquet
000811.SZ,000811.SZ,L,19980528,,冰轮环境,SZSE,主板,2,bucket_02.parquet
000813.SZ,000813.SZ,L,19980519,,德展健康,SZSE,主板,2,bucket_02.parquet
000825.SZ,000825.SZ,L,19981021,,太钢不锈,SZSE,主板,5,bucket_05.parquet
000828.SZ,000828.SZ,L,19970617,,东莞控股,SZSE,主板,5,bucket_05.parquet
000829.SZ,000829.SZ,L,19971202,,天音控股,SZSE,主板,5,bucket_05.parquet
000830.SZ,000830.SZ,L,19980807,,鲁西化工,SZSE,主板,6,bucket_06.parquet
000831.SZ,000831.SZ,L,19980911,,中国稀土,SZSE,主板,6,bucket_06.parquet
000833.SZ,000833.SZ,L,19981111,,粤桂股份,SZSE,主板,6,bucket_06.parquet
000837.SZ,000837.SZ,L,19980928,,秦川机床,SZSE,主板,7,bucket_07.parquet
000848.SZ,000848.SZ,L,19971113,,承德露露,SZSE,主板,9,bucket_09.parquet
000860.SZ,000860.SZ,L,19981104,,顺鑫农业,SZSE,主板,12,bucket_12.parquet
000875.SZ,000875.SZ,L,20020926,,电投绿能,SZSE,主板,15,bucket_15.parquet
000878.SZ,000878.SZ,L,19980602,,云南铜业,SZSE,主板,15,bucket_15.parquet
000880.SZ,000880.SZ,L,19980402,,潍柴重机,SZSE,主板,16,bucket_16.parquet
000883.SZ,000883.SZ,L,19980519,,湖北能源,SZSE,主板,16,bucket_16.parquet
000885.SZ,000885.SZ,L,19990319,,城发环境,SZSE,主板,17,bucket_17.parquet
000887.SZ,000887.SZ,L,19981203,,中鼎股份,SZSE,主板,17,bucket_17.parquet
000893.SZ,000893.SZ,L,19981224,,亚钾国际,SZSE,主板,18,bucket_18.parquet
000898.SZ,000898.SZ,L,19971225,,鞍钢股份,SZSE,主板,19,bucket_19.parquet
000899.SZ,000899.SZ,L,19971126,,赣能股份,SZSE,主板,19,bucket_19.parquet
000901.SZ,000901.SZ,L,19990401,,航天科技,SZSE,主板,0,bucket_00.parquet
000902.SZ,000902.SZ,L,19990408,,新洋丰,SZSE,主板,0,bucket_00.parquet
000913.SZ,000913.SZ,L,19990514,,钱江摩托,SZSE,主板,2,bucket_02.parquet
000917.SZ,000917.SZ,L,19990325,,电广传媒,SZSE,主板,3,bucket_03.parquet
000921.SZ,000921.SZ,L,19990713,,海信家电,SZSE,主板,4,bucket_04.parquet
000923.SZ,000923.SZ,L,19990714,,河钢资源,SZSE,主板,4,bucket_04.parquet
000927.SZ,000927.SZ,L,19990727,,中国铁物,SZSE,主板,5,bucket_05.parquet
000928.SZ,000928.SZ,L,19990312,,中钢国际,SZSE,主板,5,bucket_05.parquet
000930.SZ,000930.SZ,L,19990712,,中粮科技,SZSE,主板,6,bucket_06.parquet
000932.SZ,000932.SZ,L,19990803,,华菱钢铁,SZSE,主板,6,bucket_06.parquet
000933.SZ,000933.SZ,L,19990831,,神火股份,SZSE,主板,6,bucket_06.parquet
000935.SZ,000935.SZ,L,19990824,,四川双马,SZSE,主板,7,bucket_07.parquet
000937.SZ,000937.SZ,L,19990909,,冀中能源,SZSE,主板,7,bucket_07.parquet
000950.SZ,000950.SZ,L,19990916,,重药控股,SZSE,主板,10,bucket_10.parquet
000951.SZ,000951.SZ,L,19991125,,中国重汽,SZSE,主板,10,bucket_10.parquet
000958.SZ,000958.SZ,L,19991223,,电投产融,SZSE,主板,11,bucket_11.parquet
000959.SZ,000959.SZ,L,19991216,,首钢股份,SZSE,主板,11,bucket_11.parquet
000960.SZ,000960.SZ,L,20000221,,锡业股份,SZSE,主板,12,bucket_12.parquet
000966.SZ,000966.SZ,L,20000316,,长源电力,SZSE,主板,13,bucket_13.parquet
000967.SZ,000967.SZ,L,20000330,,盈峰环境,SZSE,主板,13,bucket_13.parquet
000969.SZ,000969.SZ,L,20000529,,安泰科技,SZSE,主板,13,bucket_13.parquet
000970.SZ,000970.SZ,L,20000420,,中科三环,SZSE,主板,14,bucket_14.parquet
000987.SZ,000987.SZ,L,20000718,,越秀资本,SZSE,主板,17,bucket_17.parquet
000990.SZ,000990.SZ,L,20000706,,诚志股份,SZSE,主板,18,bucket_18.parquet
000997.SZ,000997.SZ,L,20000807,,新大陆,SZSE,主板,19,bucket_19.parquet
001203.SZ,001203.SZ,L,20210510,,大中矿业,SZSE,主板,0,bucket_00.parquet
001221.SZ,001221.SZ,L,20250730,,悍高集团,SZSE,主板,4,bucket_04.parquet
001286.SZ,001286.SZ,L,20230410,,陕西能源,SZSE,主板,17,bucket_17.parquet
001287.SZ,001287.SZ,L,20230410,,中电港,SZSE,主板,17,bucket_17.parquet
001309.SZ,001309.SZ,L,20220701,,德明利,SZSE,主板,1,bucket_01.parquet
001337.SZ,001337.SZ,L,20230303,,四川黄金,SZSE,主板,7,bucket_07.parquet
001356.SZ,001356.SZ,L,20250123,,富岭股份,SZSE,主板,11,bucket_11.parquet
001382.SZ,001382.SZ,L,20250321,,新亚电缆,SZSE,主板,16,bucket_16.parquet
001389.SZ,001389.SZ,L,20240402,,广合科技,SZSE,主板,17,bucket_17.parquet
001696.SZ,001696.SZ,L,19970306,,宗申动力,SZSE,主板,19,bucket_19.parquet
001914.SZ,001914.SZ,L,19940928,,招商积余,SZSE,主板,2,bucket_02.parquet
002003.SZ,002003.SZ,L,20040625,,伟星股份,SZSE,主板,0,bucket_00.parquet
002004.SZ,002004.SZ,L,20040625,,华邦健康,SZSE,主板,0,bucket_00.parquet
002006.SZ,002006.SZ,L,20040625,,精工科技,SZSE,主板,1,bucket_01.parquet
002007.SZ,002007.SZ,L,20040625,,华兰生物,SZSE,主板,1,bucket_01.parquet
002008.SZ,002008.SZ,L,20040625,,大族激光,SZSE,主板,1,bucket_01.parquet
002010.SZ,002010.SZ,L,20040629,,传化智联,SZSE,主板,2,bucket_02.parquet
002011.SZ,002011.SZ,L,20040705,,盾安环境,SZSE,主板,2,bucket_02.parquet
002015.SZ,002015.SZ,L,20040708,,协鑫能科,SZSE,主板,3,bucket_03.parquet
002017.SZ,002017.SZ,L,20040713,,东信和平,SZSE,主板,3,bucket_03.parquet
002019.SZ,002019.SZ,L,20040713,,亿帆医药,SZSE,主板,3,bucket_03.parquet
002020.SZ,002020.SZ,L,20040715,,京新药业,SZSE,主板,4,bucket_04.parquet
002023.SZ,002023.SZ,L,20040721,,海特高新,SZSE,主板,4,bucket_04.parquet
002025.SZ,002025.SZ,L,20040726,,航天电器,SZSE,主板,5,bucket_05.parquet
002032.SZ,002032.SZ,L,20040817,,苏泊尔,SZSE,主板,6,bucket_06.parquet
002036.SZ,002036.SZ,L,20040903,,联创电子,SZSE,主板,7,bucket_07.parquet
002038.SZ,002038.SZ,L,20040909,,双鹭药业,SZSE,主板,7,bucket_07.parquet
002041.SZ,002041.SZ,L,20050418,,登海种业,SZSE,主板,8,bucket_08.parquet
002043.SZ,002043.SZ,L,20050510,,兔宝宝,SZSE,主板,8,bucket_08.parquet
002044.SZ,002044.SZ,L,20050518,,美年健康,SZSE,主板,8,bucket_08.parquet
002045.SZ,002045.SZ,L,20050523,,国光电器,SZSE,主板,9,bucket_09.parquet
002046.SZ,002046.SZ,L,20050526,,国机精工,SZSE,主板,9,bucket_09.parquet
002048.SZ,002048.SZ,L,20050603,,宁波华翔,SZSE,主板,9,bucket_09.parquet
002051.SZ,002051.SZ,L,20060619,,中工国际,SZSE,主板,10,bucket_10.parquet
002053.SZ,002053.SZ,L,20060627,,云南能投,SZSE,主板,10,bucket_10.parquet
002056.SZ,002056.SZ,L,20060802,,横店东磁,SZSE,主板,11,bucket_11.parquet
002060.SZ,002060.SZ,L,20060810,,广东建工,SZSE,主板,12,bucket_12.parquet
002061.SZ,002061.SZ,L,20060816,,浙江交科,SZSE,主板,12,bucket_12.parquet
002063.SZ,002063.SZ,L,20060823,,远光软件,SZSE,主板,12,bucket_12.parquet
002064.SZ,002064.SZ,L,20060823,,华峰化学,SZSE,主板,12,bucket_12.parquet
002065.SZ,002065.SZ,L,20060823,,东华软件,SZSE,主板,13,bucket_13.parquet
002068.SZ,002068.SZ,L,20060915,,黑猫股份,SZSE,主板,13,bucket_13.parquet
002073.SZ,002073.SZ,L,20061018,,软控股份,SZSE,主板,14,bucket_14.parquet
002075.SZ,002075.SZ,L,20061025,,沙钢股份,SZSE,主板,15,bucket_15.parquet
002077.SZ,002077.SZ,L,20061116,,大港股份,SZSE,主板,15,bucket_15.parquet
002078.SZ,002078.SZ,L,20061116,,太阳纸业,SZSE,主板,15,bucket_15.parquet
002079.SZ,002079.SZ,L,20061116,,苏州固锝,SZSE,主板,15,bucket_15.parquet
002080.SZ,002080.SZ,L,20061120,,中材科技,SZSE,主板,16,bucket_16.parquet
002081.SZ,002081.SZ,L,20061120,,金螳螂,SZSE,主板,16,bucket_16.parquet
002085.SZ,002085.SZ,L,20061128,,万丰奥威,SZSE,主板,17,bucket_17.parquet
002091.SZ,002091.SZ,L,20061208,,江苏国泰,SZSE,主板,18,bucket_18.parquet
002093.SZ,002093.SZ,L,20061215,,国脉科技,SZSE,主板,18,bucket_18.parquet
002097.SZ,002097.SZ,L,20061222,,山河智能,SZSE,主板,19,bucket_19.parquet
002099.SZ,002099.SZ,L,20061226,,海翔药业,SZSE,主板,19,bucket_19.parquet
002100.SZ,002100.SZ,L,20061226,,天康生物,SZSE,主板,0,bucket_00.parquet
002101.SZ,002101.SZ,L,20061229,,广东鸿图,SZSE,主板,0,bucket_00.parquet
002104.SZ,002104.SZ,L,20070110,,恒宝股份,SZSE,主板,0,bucket_00.parquet
002110.SZ,002110.SZ,L,20070126,,三钢闽光,SZSE,主板,2,bucket_02.parquet
002120.SZ,002120.SZ,L,20070306,,韵达股份,SZSE,主板,4,bucket_04.parquet
002121.SZ,002121.SZ,L,20070306,,科陆电子,SZSE,主板,4,bucket_04.parquet
002123.SZ,002123.SZ,L,20070328,,梦网科技,SZSE,主板,4,bucket_04.parquet
002125.SZ,002125.SZ,L,20070403,,湘潭电化,SZSE,主板,5,bucket_05.parquet
002126.SZ,002126.SZ,L,20070418,,银轮股份,SZSE,主板,5,bucket_05.parquet
002127.SZ,002127.SZ,L,20070418,,南极电商,SZSE,主板,5,bucket_05.parquet
002128.SZ,002128.SZ,L,20070418,,电投能源,SZSE,主板,5,bucket_05.parquet
002130.SZ,002130.SZ,L,20070420,,沃尔核材,SZSE,主板,6,bucket_06.parquet
002131.SZ,002131.SZ,L,20070427,,利欧股份,SZSE,主板,6,bucket_06.parquet
002138.SZ,002138.SZ,L,20070613,,顺络电子,SZSE,主板,7,bucket_07.parquet
002139.SZ,002139.SZ,L,20070629,,拓邦股份,SZSE,主板,7,bucket_07.parquet
002145.SZ,002145.SZ,L,20070803,,钛能化学,SZSE,主板,9,bucket_09.parquet
002149.SZ,002149.SZ,L,20070810,,西部材料,SZSE,主板,9,bucket_09.parquet
002151.SZ,002151.SZ,L,20070813,,北斗星通,SZSE,主板,10,bucket_10.parquet
002152.SZ,002152.SZ,L,20070813,,广电运通,SZSE,主板,10,bucket_10.parquet
002153.SZ,002153.SZ,L,20070813,,石基信息,SZSE,主板,10,bucket_10.parquet
002155.SZ,002155.SZ,L,20070816,,湖南黄金,SZSE,主板,11,bucket_11.parquet
002156.SZ,002156.SZ,L,20070816,,通富微电,SZSE,主板,11,bucket_11.parquet
002157.SZ,002157.SZ,L,20070817,,正邦科技,SZSE,主板,11,bucket_11.parquet
002158.SZ,002158.SZ,L,20070817,,汉钟精机,SZSE,主板,11,bucket_11.parquet
002163.SZ,002163.SZ,L,20070823,,海南发展,SZSE,主板,12,bucket_12.parquet
002171.SZ,002171.SZ,L,20070921,,楚江新材,SZSE,主板,14,bucket_14.parquet
002174.SZ,002174.SZ,L,20070925,,游族网络,SZSE,主板,14,bucket_14.parquet
002176.SZ,002176.SZ,L,20071012,,江特电机,SZSE,主板,15,bucket_15.parquet
002182.SZ,002182.SZ,L,20071113,,宝武镁业,SZSE,主板,16,bucket_16.parquet
002183.SZ,002183.SZ,L,20071113,,怡亚通,SZSE,主板,16,bucket_16.parquet
002185.SZ,002185.SZ,L,20071120,,华天科技,SZSE,主板,17,bucket_17.parquet
002192.SZ,002192.SZ,L,20071205,,融捷股份,SZSE,主板,18,bucket_18.parquet
002194.SZ,002194.SZ,L,20071207,,武汉凡谷,SZSE,主板,18,bucket_18.parquet
002195.SZ,002195.SZ,L,20071212,,岩山科技,SZSE,主板,19,bucket_19.parquet
002202.SZ,002202.SZ,L,20071226,,金风科技,SZSE,主板,0,bucket_00.parquet
002203.SZ,002203.SZ,L,20080116,,海亮股份,SZSE,主板,0,bucket_00.parquet
002204.SZ,002204.SZ,L,20080116,,大连重工,SZSE,主板,0,bucket_00.parquet
002212.SZ,002212.SZ,L,20080201,,天融信,SZSE,主板,2,bucket_02.parquet
002215.SZ,002215.SZ,L,20080218,,诺普信,SZSE,主板,3,bucket_03.parquet
002216.SZ,002216.SZ,L,20080220,,三全食品,SZSE,主板,3,bucket_03.parquet
002219.SZ,002219.SZ,L,20080306,,新里程,SZSE,主板,3,bucket_03.parquet
002221.SZ,002221.SZ,L,20080306,,东华能源,SZSE,主板,4,bucket_04.parquet
002222.SZ,002222.SZ,L,20080319,,福晶科技,SZSE,主板,4,bucket_04.parquet
002223.SZ,002223.SZ,L,20080418,,鱼跃医疗,SZSE,主板,4,bucket_04.parquet
002233.SZ,002233.SZ,L,20080516,,塔牌集团,SZSE,主板,6,bucket_06.parquet
002237.SZ,002237.SZ,L,20080520,,恒邦股份,SZSE,主板,7,bucket_07.parquet
002239.SZ,002239.SZ,L,20080522,,奥特佳,SZSE,主板,7,bucket_07.parquet
002242.SZ,002242.SZ,L,20080528,,九阳股份,SZSE,主板,8,bucket_08.parquet
002243.SZ,002243.SZ,L,20080528,,力合科创,SZSE,主板,8,bucket_08.parquet
002244.SZ,002244.SZ,L,20080529,,滨江集团,SZSE,主板,8,bucket_08.parquet
002245.SZ,002245.SZ,L,20080605,,蔚蓝锂芯,SZSE,主板,9,bucket_09.parquet
002249.SZ,002249.SZ,L,20080619,,大洋电机,SZSE,主板,9,bucket_09.parquet
002251.SZ,002251.SZ,L,20080619,,步步高,SZSE,主板,10,bucket_10.parquet
002254.SZ,002254.SZ,L,20080625,,泰和新材,SZSE,主板,10,bucket_10.parquet
002258.SZ,002258.SZ,L,20080708,,利尔化学,SZSE,主板,11,bucket_11.parquet
002261.SZ,002261.SZ,L,20080723,,拓维信息,SZSE,主板,12,bucket_12.parquet
002262.SZ,002262.SZ,L,20080723,,恩华药业,SZSE,主板,12,bucket_12.parquet
002265.SZ,002265.SZ,L,20080806,,建设工业,SZSE,主板,13,bucket_13.parquet
002266.SZ,002266.SZ,L,20080806,,浙富控股,SZSE,主板,13,bucket_13.parquet
002267.SZ,002267.SZ,L,20080813,,陕天然气,SZSE,主板,13,bucket_13.parquet
002268.SZ,002268.SZ,L,20080811,,电科网安,SZSE,主板,13,bucket_13.parquet
002270.SZ,002270.SZ,L,20080905,,华明装备,SZSE,主板,14,bucket_14.parquet
002271.SZ,002271.SZ,L,20080910,,东方雨虹,SZSE,主板,14,bucket_14.parquet
002273.SZ,002273.SZ,L,20080919,,水晶光电,SZSE,主板,14,bucket_14.parquet
002275.SZ,002275.SZ,L,20090710,,桂林三金,SZSE,主板,15,bucket_15.parquet
002276.SZ,002276.SZ,L,20090710,,万马股份,SZSE,主板,15,bucket_15.parquet
002281.SZ,002281.SZ,L,20090821,,光迅科技,SZSE,主板,16,bucket_16.parquet
002287.SZ,002287.SZ,L,20090828,,奇正藏药,SZSE,主板,17,bucket_17.parquet
002292.SZ,002292.SZ,L,20090910,,奥飞娱乐,SZSE,主板,18,bucket_18.parquet
002294.SZ,002294.SZ,L,20090910,,信立泰,SZSE,主板,18,bucket_18.parquet
002299.SZ,002299.SZ,L,20091021,,圣农发展,SZSE,主板,19,bucket_19.parquet
002302.SZ,002302.SZ,L,20091103,,西部建设,SZSE,主板,0,bucket_00.parquet
002312.SZ,002312.SZ,L,20091203,,川发龙蟒,SZSE,主板,2,bucket_02.parquet
002317.SZ,002317.SZ,L,20091211,,众生药业,SZSE,主板,3,bucket_03.parquet
002318.SZ,002318.SZ,L,20091211,,久立特材,SZSE,主板,3,bucket_03.parquet
002320.SZ,002320.SZ,L,20091216,,海峡股份,SZSE,主板,4,bucket_04.parquet
002324.SZ,002324.SZ,L,20091218,,普利特,SZSE,主板,4,bucket_04.parquet
002326.SZ,002326.SZ,L,20091222,,永太科技,SZSE,主板,5,bucket_05.parquet
002332.SZ,002332.SZ,L,20100112,,仙琚制药,SZSE,主板,6,bucket_06.parquet
002335.SZ,002335.SZ,L,20100113,,科华数据,SZSE,主板,7,bucket_07.parquet
002338.SZ,002338.SZ,L,20100115,,奥普光电,SZSE,主板,7,bucket_07.parquet
002340.SZ,002340.SZ,L,20100122,,格林美,SZSE,主板,8,bucket_08.parquet
002351.SZ,002351.SZ,L,20100205,,漫步者,SZSE,主板,10,bucket_10.parquet
002353.SZ,002353.SZ,L,20100205,,杰瑞股份,SZSE,主板,10,bucket_10.parquet
002354.SZ,002354.SZ,L,20100209,,天娱数科,SZSE,主板,10,bucket_10.parquet
002364.SZ,002364.SZ,L,20100305,,中恒电气,SZSE,主板,12,bucket_12.parquet
002368.SZ,002368.SZ,L,20100312,,太极股份,SZSE,主板,13,bucket_13.parquet
002372.SZ,002372.SZ,L,20100318,,伟星新材,SZSE,主板,14,bucket_14.parquet
002373.SZ,002373.SZ,L,20100318,,千方科技,SZSE,主板,14,bucket_14.parquet
002378.SZ,002378.SZ,L,20100331,,章源钨业,SZSE,主板,15,bucket_15.parquet
002385.SZ,002385.SZ,L,20100409,,大北农,SZSE,主板,17,bucket_17.parquet
002389.SZ,002389.SZ,L,20100413,,航天彩虹,SZSE,主板,17,bucket_17.parquet
002390.SZ,002390.SZ,L,20100416,,信邦制药,SZSE,主板,18,bucket_18.parquet
002396.SZ,002396.SZ,L,20100623,,星网锐捷,SZSE,主板,19,bucket_19.parquet
002399.SZ,002399.SZ,L,20100506,,海普瑞,SZSE,主板,19,bucket_19.parquet
002400.SZ,002400.SZ,L,20100506,,省广集团,SZSE,主板,0,bucket_00.parquet
002402.SZ,002402.SZ,L,20100511,,和而泰,SZSE,主板,0,bucket_00.parquet
002405.SZ,002405.SZ,L,20100518,,四维图新,SZSE,主板,1,bucket_01.parquet
002408.SZ,002408.SZ,L,20100518,,齐翔腾达,SZSE,主板,1,bucket_01.parquet
002409.SZ,002409.SZ,L,20100525,,雅克科技,SZSE,主板,1,bucket_01.parquet
