model,ts_code,trade_date,priority_name,priority,target,ret,ret_ew,buy,sell,holding_days,exit_reason,csi1500_ew
h5m80d50_ensemble,600403.SH,20260602,FAMILY_ONLY,3,1.0,0.09955423476968805,0.10999171959622045,6.73,7.4,2.0,profit_open,-0.010437484826532395
h5m80d50_ensemble,600667.SH,20260602,FAMILY_ONLY,3,1.0,0.06956251517346757,0.07999999999999996,15.0,16.043437727602015,2.0,profit_intraday,-0.010437484826532395
h5m80d50_ensemble,688630.SH,20260602,FAMILY_ONLY,3,1.0,0.06956251517346757,0.07999999999999996,363.1,388.3581492594861,2.0,profit_intraday,-0.010437484826532395
h5m80d50_ensemble,000539.SZ,20260601,FAMILY_ONLY,3,0.0,-0.07128099173553715,-0.06449226373284467,9.68,8.99,2.0,t1_stop_t2_open,-0.006788728002692479
h5m80d50_ensemble,000636.SZ,20260601,FAMILY_ONLY,3,1.0,0.1048990276738968,0.11168775567658928,53.48,59.09,2.0,profit_open,-0.006788728002692479
h5m80d50_ensemble,000767.SZ,20260601,FAMILY_ONLY,3,0.0,-0.06508244761558679,-0.04999999999999993,6.15,5.749742947164141,3.0,stop_close,-0.015082447615586858
h5m80d50_ensemble,301171.SZ,20260601,FAMILY_ONLY,3,0.0,-0.0679117094995828,-0.050000000000000044,46.0,42.87606136301919,4.0,stop_close,-0.017911709499582762
h5m80d50_ensemble,301205.SZ,20260601,CONSENSUS_2,2,1.0,0.07547169811320753,0.08226042611590001,318.0,342.0,2.0,profit_open,-0.006788728002692479
h5m80d50_ensemble,301511.SZ,20260601,FAMILY_ONLY,3,0.0,-0.01536000000000004,0.03141854445005432,125.0,123.08,5.0,expiry_close,-0.04677854445005436
h5m80d50_ensemble,688300.SH,20260601,F220_TOP1_LATE_EARLY_GATE|CONSENSUS_2,1,0.0,-0.06791170949958292,-0.050000000000000155,176.3,164.32716561522355,4.0,stop_close,-0.017911709499582762
h5m80d50_ensemble,000021.SZ,20260529,FAMILY_ONLY,3,0.0,-0.06306075365290953,-0.061387915444814145,39.01,36.55,2.0,t1_stop_t2_open,-0.001672838208095384
h5m80d50_ensemble,000539.SZ,20260529,F220_TOP1_LATE_EARLY_GATE|CONSENSUS_3,1,0.0,-0.05167283820809532,-0.04999999999999993,9.77,9.265156370706908,2.0,stop_close,-0.001672838208095384
h5m80d50_ensemble,002484.SZ,20260529,FAMILY_ONLY,3,1.0,0.07832716179190458,0.07999999999999996,77.85,83.94776954549977,2.0,profit_intraday,-0.001672838208095384
h5m80d50_ensemble,301217.SZ,20260529,CONSENSUS_2,2,0.0,-0.050117604487063594,-0.04844476627896821,110.54,105.0,2.0,t1_stop_t2_open,-0.001672838208095384
h5m80d50_ensemble,301511.SZ,20260529,CONSENSUS_2,2,0.0,-0.03629032258064513,-0.021359610041391752,124.0,119.5,5.0,expiry_close,-0.014930712539253377
h5m80d50_ensemble,000539.SZ,20260528,F220_TOP1_LATE_EARLY_GATE|CONSENSUS_3,1,1.0,0.11402508551881407,0.12904303392246042,8.77,9.77,2.0,profit_open,-0.015017948403646342
h5m80d50_ensemble,000791.SZ,20260528,CONSENSUS_2,2,1.0,0.058295276360532,0.07999999999999996,9.67,10.233715322406344,4.0,profit_intraday,-0.02170472363946796
h5m80d50_ensemble,002484.SZ,20260528,CONSENSUS_2,2,1.0,0.058295276360532,0.07999999999999996,81.48,86.22989911785615,4.0,profit_intraday,-0.02170472363946796
h5m80d50_ensemble,603678.SH,20260528,FAMILY_ONLY,3,1.0,0.06498205159635373,0.08000000000000007,49.0,52.184120528221335,2.0,profit_intraday,-0.015017948403646342
h5m80d50_ensemble,605376.SH,20260528,FAMILY_ONLY,3,1.0,0.05012611140085843,0.07999999999999996,185.62,194.92440879822735,5.0,profit_intraday,-0.02987388859914153
h5m80d50_ensemble,002484.SZ,20260527,F220_TOP1_LATE_EARLY_GATE|CONSENSUS_3,1,1.0,0.13150951256769883,0.14679449931311628,72.01,81.48,2.0,profit_open,-0.01528498674541745
h5m80d50_ensemble,300672.SZ,20260527,CONSENSUS_2,2,0.0,-0.062296016721340663,-0.050000000000000044,351.0,329.13409813080943,3.0,stop_close,-0.012296016721340619
h5m80d50_ensemble,300776.SZ,20260527,CONSENSUS_2,2,0.0,-0.06528498674541738,-0.04999999999999993,167.02,156.1161015137804,2.0,stop_close,-0.01528498674541745
h5m80d50_ensemble,688146.SH,20260527,FAMILY_ONLY,3,1.0,0.18181818181818188,0.19710316856359933,154.0,182.0,2.0,profit_open,-0.01528498674541745
h5m80d50_ensemble,688347.SH,20260527,FAMILY_ONLY,3,1.0,0.1500229673863116,0.16530795413172905,217.7,250.36,2.0,profit_open,-0.01528498674541745
h5m80d50_ensemble,002185.SZ,20260526,F220_TOP1_LATE_EARLY_GATE|CONSENSUS_3,1,1.0,0.06631533591637728,0.07999999999999996,19.75,21.05972788434845,2.0,profit_intraday,-0.013684664083622677
h5m80d50_ensemble,002245.SZ,20260526,FAMILY_ONLY,3,0.0,-0.06499999999999995,-0.031942711325169015,22.0,20.57,5.0,expiry_close,-0.03305728867483093
h5m80d50_ensemble,002281.SZ,20260526,FAMILY_ONLY,3,1.0,0.06631533591637728,0.07999999999999996,202.0,215.3956978551082,2.0,profit_intraday,-0.013684664083622677
h5m80d50_ensemble,300567.SZ,20260526,CONSENSUS_2,2,0.0,-0.08143703954764026,-0.050000000000000044,215.0,197.49103649725734,3.0,stop_close,-0.03143703954764021
h5m80d50_ensemble,300672.SZ,20260526,CONSENSUS_2,2,0.0,-0.07849709690814,-0.050000000000000044,348.28,320.941031088833,4.0,stop_close,-0.02849709690813995
